games,date_game,odd_home_team,odd_away_team
MIL-DET,2017-03-31,"1,22","4,20"
NOP-SAC,2017-03-31,"1,10","6,50"
OKC-SAS,2017-03-31,"2,20","1,65"
TOR-IND,2017-03-31,"1,40","2,90"
UTA-WAS,2017-03-31,"1,65","2,20"
BRK-ORL,2017-04-01,"1,60","2,30"
CHI-ATL,2017-04-01,"1,45","2,70"
LAC-LAL,2017-04-01,"1,03",11
MIN-SAC,2017-04-01,"1,10","6,50"
POR-PHO,2017-04-01,"1,12","6,00"
BRK-ATL,2017-04-02,"2,20","1,65"
CLE-IND,2017-04-02,"1,22","4,20"
GSW-WAS,2017-04-02,"1,17","4,80"
LAL-MEM,2017-04-02,"3,40","1,30"
MIA-DEN,2017-04-02,"1,60","2,30"
MIL-DAL,2017-04-02,"1,35","3,10"
NOP-CHI,2017-04-02,"1,25","3,80"
NYK-BOS,2017-04-02,"3,80","1,25"
OKC-CHO,2017-04-02,"1,45","2,70"
PHO-HOU,2017-04-02,"3,70","1,27"
SAS-UTA,2017-04-02,"1,40","2,90"
TOR-PHI,2017-04-02,"1,10","6,50"
MIN-POR,2017-04-03,"1,75","2,05"
CLE-ORL,2017-04-04,"1,13","5,70"
GSW-MIN,2017-04-04,"1,05","9,00"
IND-TOR,2017-04-04,"1,65","2,20"
NOP-DEN,2017-04-04,"1,60","2,30"
NYK-CHI,2017-04-04,"2,50","1,52"
OKC-MIL,2017-04-04,"1,45","2,70"
PHI-BRK,2017-04-04,"2,00","1,80"
SAC-DAL,2017-04-04,"2,20","1,65"
SAS-MEM,2017-04-04,"1,20","4,40"
UTA-POR,2017-04-04,"1,35","3,10"
WAS-CHO,2017-04-04,"1,60","2,30"
BOS-CLE,2017-04-05,"1,50","2,55"
CHO-MIA,2017-04-05,"1,65","2,20"
DET-TOR,2017-04-05,"2,00","1,80"
HOU-DEN,2017-04-05,"1,25","3,80"
LAC-DAL,2017-04-05,"1,10","6,50"
MEM-OKC,2017-04-05,"2,00","1,75"
PHO-GSW,2017-04-05,"4,80","1,17"
SAS-LAL,2017-04-05,"1,07","8,00"
ATL-BOS,2017-04-06,"2,00","1,80"
IND-MIL,2017-04-06,"1,45","2,70"
NYK-WAS,2017-04-06,"3,10","1,35"
ORL-BRK,2017-04-06,"1,80","2,00"
PHI-CHI,2017-04-06,"2,70","1,45"
POR-MIN,2017-04-06,"1,45","2,70"
CLE-ATL,2017-04-07,"1,05","9,00"
DAL-SAS,2017-04-07,"1,47","2,60"
DEN-NOP,2017-04-07,"1,30","3,40"
HOU-DET,2017-04-07,"1,10","6,50"
LAL-SAC,2017-04-07,"1,70","2,10"
MEM-NYK,2017-04-07,"1,07","8,00"
PHO-OKC,2017-04-07,"4,60","1,18"
TOR-MIA,2017-04-07,"1,50","2,55"
UTA-MIN,2017-04-07,"1,12","6,00"
BRK-CHI,2017-04-08,"2,40","1,55"
CHO-BOS,2017-04-08,"1,85","1,95"
GSW-NOP,2017-04-08,"1,01",15
ORL-IND,2017-04-08,"2,55","1,50"
PHI-MIL,2017-04-08,"3,10","1,35"
POR-UTA,2017-04-08,"1,65","2,20"
SAS-LAC,2017-04-08,"1,85","1,95"
WAS-MIA,2017-04-08,"1,55","2,40"
ATL-CLE,2017-04-09,"2,70","1,45"
DEN-OKC,2017-04-09,"1,50","2,55"
LAL-MIN,2017-04-09,"2,70","1,45"
MEM-DET,2017-04-09,"1,40","2,90"
NYK-TOR,2017-04-09,"4,80","1,17"
PHO-DAL,2017-04-09,"1,65","2,20"
SAC-HOU,2017-04-09,"4,60","1,18"
BOS-BRK,2017-04-10,"1,13","5,70"
CHI-ORL,2017-04-10,"1,25","3,80"
DET-WAS,2017-04-10,"1,45","2,70"
GSW-UTA,2017-04-10,"1,15","5,30"
LAC-HOU,2017-04-10,"1,20","4,40"
MIA-CLE,2017-04-10,"1,15","5,30"
MIL-CHO,2017-04-10,"1,35","3,10"
PHI-IND,2017-04-10,"4,50","1,20"
POR-SAS,2017-04-10,"5,70","1,13"
ATL-CHO,2017-04-11,"1,25","3,80"
DAL-DEN,2017-04-11,"1,75","2,05"
LAL-NOP,2017-04-11,"1,70","2,10"
MIN-OKC,2017-04-11,"1,30","3,40"
SAC-PHO,2017-04-11,"1,45","2,70"
BOS-MIL,2017-04-12,"1,03",11
CHI-BRK,2017-04-12,"1,05","9,00"
CLE-TOR,2017-04-12,"2,20","1,65"
GSW-LAL,2017-04-12,"1,07","8,00"
HOU-MIN,2017-04-12,"1,27","3,70"
IND-ATL,2017-04-12,"1,03",11
LAC-SAC,2017-04-12,"1,02",12
MEM-DAL,2017-04-12,"1,25","3,80"
MIA-WAS,2017-04-12,"1,15","5,20"
NYK-PHI,2017-04-12,"1,70","2,10"
OKC-DEN,2017-04-12,"1,42","2,80"
ORL-DET,2017-04-12,"1,75","2,05"
POR-NOP,2017-04-12,"1,30","3,40"
UTA-SAS,2017-04-12,"1,50","2,55"
