games,date_game,odd_home_team,odd_away_team
LAL-DAL,2016-12-29,"1,55","2,40"
MEM-OKC,2016-12-29,"1,85","1,95"
PHO-TOR,2016-12-29,"4,20","1,22"
UTA-PHI,2016-12-29,"1,05","9,00"
ATL-DET,2016-12-30,"1,65","2,20"
BOS-MIA,2016-12-30,"1,20","4,50"
DEN-PHI,2016-12-30,"1,13","5,70"
GSW-DAL,2016-12-30,"1,00",17
HOU-LAC,2016-12-30,"1,15","5,20"
IND-CHI,2016-12-30,"1,55","2,40"
MIN-MIL,2016-12-30,"1,85","1,95"
NOP-NYK,2016-12-30,"1,65","2,20"
SAS-POR,2016-12-30,"1,15","5,20"
WAS-BRK,2016-12-30,"1,25","3,80"
CHI-MIL,2016-12-31,"1,65","2,20"
CHO-CLE,2016-12-31,"1,95","1,85"
HOU-NYK,2016-12-31,"1,07","8,00"
OKC-LAC,2016-12-31,"1,22","4,10"
SAC-MEM,2016-12-31,"2,00","1,80"
UTA-PHO,2016-12-31,"1,12","6,00"
ATL-SAS,2017-01-01,"2,70","1,45"
IND-ORL,2017-01-01,"1,35","3,10"
LAL-TOR,2017-01-01,"4,20","1,22"
MIA-DET,2017-01-01,"3,40","1,30"
MIN-POR,2017-01-01,"1,37","3,00"
BRK-UTA,2017-01-02,"3,30","1,32"
CHI-CHO,2017-01-02,"2,00","1,75"
CLE-NOP,2017-01-02,"1,20","4,50"
GSW-DEN,2017-01-02,"1,03",11
HOU-WAS,2017-01-02,"1,25","3,80"
LAC-PHO,2017-01-02,"1,45","2,60"
MIL-OKC,2017-01-02,"1,80","2,00"
NYK-ORL,2017-01-02,"1,50","2,55"
BOS-UTA,2017-01-03,"1,40","2,90"
DAL-WAS,2017-01-03,"1,80","2,00"
DEN-SAC,2017-01-03,"1,60","2,30"
DET-IND,2017-01-03,"1,50","2,55"
LAL-MEM,2017-01-03,"2,55","1,50"
PHI-MIN,2017-01-03,"2,70","1,45"
PHO-MIA,2017-01-03,"1,45","2,70"
SAS-TOR,2017-01-03,"1,35","3,10"
CHO-OKC,2017-01-04,"1,70","2,10"
CLE-CHI,2017-01-04,"1,60","2,30"
GSW-POR,2017-01-04,"1,03",11
LAC-MEM,2017-01-04,"2,00","1,80"
NYK-MIL,2017-01-04,"2,30","1,60"
ORL-ATL,2017-01-04,"2,10","1,75"
SAC-MIA,2017-01-04,"1,30","3,50"
DAL-PHO,2017-01-05,"1,40","2,90"
DEN-SAS,2017-01-05,"3,60","1,27"
DET-CHO,2017-01-05,"1,45","2,70"
HOU-OKC,2017-01-05,"1,22","4,20"
IND-BRK,2017-01-05,"1,15","5,20"
NOP-ATL,2017-01-05,"1,85","1,95"
POR-LAL,2017-01-05,"1,30","3,40"
TOR-UTA,2017-01-05,"1,45","2,70"
BOS-PHI,2017-01-06,"1,12","5,90"
BRK-CLE,2017-01-06,"8,00","1,07"
GSW-MEM,2017-01-06,"1,04",10
LAL-MIA,2017-01-06,"1,70","2,10"
MIL-NYK,2017-01-06,"1,40","2,90"
ORL-HOU,2017-01-06,"2,70","1,45"
SAC-LAC,2017-01-06,"2,20","1,65"
WAS-MIN,2017-01-06,"1,45","2,70"
BOS-NOP,2017-01-07,"1,35","3,10"
CHI-TOR,2017-01-07,"2,05","1,75"
DAL-ATL,2017-01-07,"2,00","1,80"
IND-NYK,2017-01-07,"1,30","3,50"
MIN-UTA,2017-01-07,"2,70","1,45"
OKC-DEN,2017-01-07,"1,27","3,70"
SAS-CHO,2017-01-07,"1,10","6,50"
BRK-PHI,2017-01-08,"1,80","2,00"
LAC-MIA,2017-01-08,"1,20","4,50"
LAL-ORL,2017-01-08,"1,70","2,10"
MEM-UTA,2017-01-08,"1,65","2,20"
MIL-WAS,2017-01-08,"1,90","1,90"
PHO-CLE,2017-01-08,"4,20","1,22"
POR-DET,2017-01-08,"1,55","2,40"
SAC-GSW,2017-01-08,"6,00","1,12"
