games,date_game,odd_home_team,odd_away_team
SAS-OKC,2018-03-29,"1,80","2,00"
ATL-PHI,2018-03-30,"3,80","1,25"
CLE-NOP,2018-03-30,"1,45","2,70"
DAL-MIN,2018-03-30,"3,10","1,35"
HOU-PHO,2018-03-30,"1,02",12
LAL-MIL,2018-03-30,"1,85","1,95"
OKC-DEN,2018-03-30,"1,55","2,40"
ORL-CHI,2018-03-30,"1,32","3,30"
POR-LAC,2018-03-30,"1,35","3,10"
UTA-MEM,2018-03-30,"1,03",11
BOS-TOR,2018-03-31,"2,55","1,50"
MIA-BRK,2018-03-31,"1,22","4,20"
NYK-DET,2018-03-31,"2,55","1,50"
SAC-GSW,2018-03-31,"4,10","1,22"
WAS-CHO,2018-03-31,"1,40","2,90"
ATL-ORL,2018-04-01,"1,75","2,05"
BRK-DET,2018-04-01,"1,95","1,85"
CHI-WAS,2018-04-01,"3,60","1,25"
CHO-PHI,2018-04-01,"2,10","1,65"
CLE-DAL,2018-04-01,"1,10","6,50"
DEN-MIL,2018-04-01,"1,42","2,80"
GSW-PHO,2018-04-01,"1,05","9,50"
LAC-IND,2018-04-01,"1,60","2,20"
LAL-SAC,2018-04-01,"1,30","3,40"
MIN-UTA,2018-04-01,"2,20","1,65"
NOP-OKC,2018-04-01,"2,00","1,80"
POR-MEM,2018-04-01,"1,03",11
SAS-HOU,2018-04-01,"1,85","1,85"
CHI-CHO,2018-04-03,"2,70","1,45"
CLE-TOR,2018-04-03,"1,75","2,05"
DAL-POR,2018-04-03,"3,40","1,30"
DEN-IND,2018-04-03,"1,50","2,60"
HOU-WAS,2018-04-03,"1,22","4,20"
LAC-SAS,2018-04-03,"2,00","1,80"
MIA-ATL,2018-04-03,"1,07","8,00"
MIL-BOS,2018-04-03,"1,55","2,40"
NYK-ORL,2018-04-03,"1,80","2,00"
OKC-GSW,2018-04-03,"1,50","2,50"
PHI-BRK,2018-04-03,"1,22","4,20"
PHO-SAC,2018-04-03,"2,10","1,70"
UTA-LAL,2018-04-03,"1,10","6,50"
ATL-MIA,2018-04-04,"3,40","1,30"
DET-PHI,2018-04-04,"2,00","1,75"
LAL-SAS,2018-04-04,"3,10","1,35"
NOP-MEM,2018-04-04,"1,06","8,50"
ORL-DAL,2018-04-04,"1,70","2,10"
TOR-BOS,2018-04-04,"1,30","3,40"
CLE-WAS,2018-04-05,"1,35","3,10"
DEN-MIN,2018-04-05,"1,45","2,70"
HOU-POR,2018-04-05,"1,10","6,50"
IND-GSW,2018-04-05,"2,10","1,70"
MIL-BRK,2018-04-05,"1,17","4,90"
UTA-LAC,2018-04-05,"1,28","3,60"
BOS-CHI,2018-04-06,"1,30","3,40"
DET-DAL,2018-04-06,"1,30","3,40"
LAL-MIN,2018-04-06,"2,70","1,45"
MEM-SAC,2018-04-06,"2,30","1,60"
NYK-MIA,2018-04-06,"4,50","1,20"
ORL-CHO,2018-04-06,"3,40","1,30"
PHI-CLE,2018-04-06,"1,60","2,30"
PHO-NOP,2018-04-06,"7,00","1,08"
TOR-IND,2018-04-06,"1,27","3,70"
WAS-ATL,2018-04-06,"1,12","6,00"
CHI-BRK,2018-04-07,"2,90","1,40"
GSW-NOP,2018-04-07,"1,35","3,10"
HOU-OKC,2018-04-07,"1,42","2,80"
LAC-DEN,2018-04-07,"2,40","1,55"
NYK-MIL,2018-04-07,"4,20","1,22"
SAS-POR,2018-04-07,"1,42","2,80"
BOS-ATL,2018-04-08,"1,17","4,80"
CHO-IND,2018-04-08,"2,00","1,80"
LAL-UTA,2018-04-08,"4,70","1,18"
MEM-DET,2018-04-08,"3,10","1,35"
PHI-DAL,2018-04-08,"1,07","8,00"
PHO-GSW,2018-04-08,"6,00","1,12"
TOR-ORL,2018-04-08,"1,10","6,50"
BRK-CHI,2018-04-09,"1,32","3,30"
DEN-POR,2018-04-09,"1,50","2,55"
DET-TOR,2018-04-09,"2,90","1,40"
LAC-NOP,2018-04-09,"4,50","1,20"
MIA-OKC,2018-04-09,"2,55","1,50"
MIL-ORL,2018-04-09,"1,15","5,30"
MIN-MEM,2018-04-09,"1,02",13
NYK-CLE,2018-04-09,"7,50","1,08"
SAS-SAC,2018-04-09,"1,05","9,00"
ATL-PHI,2018-04-10,"5,30","1,15"
DAL-PHO,2018-04-10,"1,65","2,20"
IND-CHO,2018-04-10,"1,75","2,05"
LAL-HOU,2018-04-10,"3,80","1,25"
UTA-GSW,2018-04-10,"1,30","3,40"
WAS-BOS,2018-04-10,"1,30","3,40"
BOS-BRK,2018-04-11,"2,40","1,55"
CHI-DET,2018-04-11,"2,70","1,45"
CLE-NYK,2018-04-11,"1,25","3,80"
LAC-LAL,2018-04-11,"1,70","2,10"
MIA-TOR,2018-04-11,"1,65","2,20"
MIN-DEN,2018-04-11,"1,55","2,40"
NOP-SAS,2018-04-11,"1,60","2,30"
OKC-MEM,2018-04-11,"1,02",12
ORL-WAS,2018-04-11,"3,10","1,35"
PHI-MIL,2018-04-11,"1,35","3,10"
POR-UTA,2018-04-11,"1,75","2,05"
SAC-HOU,2018-04-11,"1,80","2,00"
