games,date_game,odd_home_team,odd_away_team
SAS-PHO,2017-11-05,"1,18","4,70"
TOR-WAS,2017-11-05,"1,35","3,10"
ATL-BOS,2017-11-06,"3,40","1,30"
GSW-MIA,2017-11-06,"1,05","9,00"
PHO-BRK,2017-11-06,"1,95","1,85"
CLE-MIL,2017-11-07,"1,45","2,70"
DEN-BRK,2017-11-07,"1,10","6,50"
IND-NOP,2017-11-07,"2,00","1,80"
NYK-CHO,2017-11-07,"2,05","1,75"
POR-MEM,2017-11-07,"1,65","2,20"
SAC-OKC,2017-11-07,"5,30","1,15"
SAS-LAC,2017-11-07,"1,55","2,40"
TOR-CHI,2017-11-07,"1,13","5,70"
UTA-PHI,2017-11-07,"1,35","3,10"
WAS-DAL,2017-11-07,"1,17","4,80"
BOS-LAL,2017-11-08,"1,30","3,40"
DET-IND,2017-11-08,"1,35","3,10"
GSW-MIN,2017-11-08,"1,25","3,80"
ORL-NYK,2017-11-08,"1,25","3,80"
PHO-MIA,2017-11-08,"3,00","1,37"
DEN-OKC,2017-11-09,"2,05","1,75"
HOU-CLE,2017-11-09,"1,45","2,70"
SAC-PHI,2017-11-09,"3,10","1,35"
TOR-NOP,2017-11-09,"1,45","2,70"
WAS-LAL,2017-11-09,"1,17","4,80"
BOS-CHO,2017-11-10,"1,60","2,30"
CHI-IND,2017-11-10,"2,30","1,60"
DET-ATL,2017-11-10,"1,25","3,80"
OKC-LAC,2017-11-10,"1,45","2,70"
PHO-ORL,2017-11-10,"2,40","1,55"
POR-BRK,2017-11-10,"1,25","3,80"
SAS-MIL,2017-11-10,"1,45","2,70"
UTA-MIA,2017-11-10,"1,65","2,20"
DAL-CLE,2017-11-11,"2,90","1,40"
DEN-ORL,2017-11-11,"1,25","3,80"
GSW-PHI,2017-11-11,"1,08","7,50"
HOU-MEM,2017-11-11,"1,35","3,10"
MIL-LAL,2017-11-11,"1,40","2,90"
NOP-LAC,2017-11-11,"1,40","2,90"
NYK-SAC,2017-11-11,"1,35","3,10"
PHO-MIN,2017-11-11,"4,40","1,20"
SAS-CHI,2017-11-11,"1,18","4,70"
UTA-BRK,2017-11-11,"1,35","3,10"
WAS-ATL,2017-11-11,"1,18","4,70"
BOS-TOR,2017-11-12,"2,30","1,60"
DET-MIA,2017-11-12,"1,70","2,10"
IND-HOU,2017-11-12,"2,30","1,60"
OKC-DAL,2017-11-12,"1,20","4,40"
GSW-ORL,2017-11-13,"1,10","6,50"
LAC-PHI,2017-11-13,"1,70","2,10"
MIL-MEM,2017-11-13,"1,60","2,30"
NOP-ATL,2017-11-13,"1,22","4,20"
NYK-CLE,2017-11-13,"2,70","1,45"
PHO-LAL,2017-11-13,"1,85","1,95"
POR-DEN,2017-11-13,"1,75","2,10"
UTA-MIN,2017-11-13,"2,30","1,60"
WAS-SAC,2017-11-13,"1,12","6,00"
BRK-BOS,2017-11-14,"3,10","1,35"
DAL-SAS,2017-11-14,"3,10","1,35"
HOU-TOR,2017-11-14,"1,35","3,10"
ATL-SAC,2017-11-15,"1,45","2,70"
CHO-CLE,2017-11-15,"1,95","1,85"
LAL-PHI,2017-11-15,"2,30","1,60"
MEM-IND,2017-11-15,"1,65","2,20"
MIA-WAS,2017-11-15,"1,80","2,00"
MIL-DET,2017-11-15,"1,55","2,40"
MIN-SAS,2017-11-15,"1,50","2,55"
NOP-TOR,2017-11-15,"1,65","2,20"
NYK-UTA,2017-11-15,"1,55","2,40"
OKC-CHI,2017-11-15,"1,10","6,50"
POR-ORL,2017-11-15,"1,50","2,55"
BOS-GSW,2017-11-16,"3,30","1,32"
PHO-HOU,2017-11-16,"7,50","1,08"
BRK-UTA,2017-11-17,"1,80","2,00"
CHI-CHO,2017-11-17,"3,10","1,35"
CLE-LAC,2017-11-17,"1,35","3,10"
DAL-MIN,2017-11-17,"3,10","1,35"
DEN-NOP,2017-11-17,"1,50","2,55"
IND-DET,2017-11-17,"1,85","1,95"
LAL-PHO,2017-11-17,"1,32","3,30"
SAC-POR,2017-11-17,"3,30","1,32"
SAS-OKC,2017-11-17,"2,00","1,80"
TOR-NYK,2017-11-17,"1,28","3,60"
WAS-MIA,2017-11-17,"1,47","2,60"
ATL-BOS,2017-11-18,"2,90","1,40"
CHO-LAC,2017-11-18,"1,45","2,70"
DAL-MIL,2017-11-18,"3,10","1,35"
MEM-HOU,2017-11-18,"3,60","1,28"
ORL-UTA,2017-11-18,"1,40","2,90"
PHI-GSW,2017-11-18,"4,20","1,22"
POR-SAC,2017-11-18,"1,10","6,50"
BRK-GSW,2017-11-19,"6,50","1,10"
LAL-DEN,2017-11-19,"2,70","1,45"
MIA-IND,2017-11-19,"1,40","2,90"
MIN-DET,2017-11-19,"1,40","2,90"
PHO-CHI,2017-11-19,"1,65","2,20"
TOR-WAS,2017-11-19,"1,35","3,10"
CHO-MIN,2017-11-20,"1,70","2,10"
DAL-BOS,2017-11-20,"3,40","1,30"
DET-CLE,2017-11-20,"2,10","1,70"
MEM-POR,2017-11-20,"1,95","1,85"
MIL-WAS,2017-11-20,"1,60","2,30"
NOP-OKC,2017-11-20,"2,20","1,65"
NYK-LAC,2017-11-20,"2,00","1,80"
ORL-IND,2017-11-20,"1,55","2,40"
PHI-UTA,2017-11-20,"1,45","2,70"
SAC-DEN,2017-11-20,"2,70","1,45"
SAS-ATL,2017-11-20,"1,22","4,20"
LAL-CHI,2017-11-21,"1,40","2,90"
ATL-LAC,2017-11-22,"2,20","1,65"
CHO-WAS,2017-11-22,"1,70","2,10"
CLE-BRK,2017-11-22,"1,12","6,00"
HOU-DEN,2017-11-22,"1,22","4,20"
MEM-DAL,2017-11-22,"1,42","2,80"
MIA-BOS,2017-11-22,"2,05","1,75"
MIN-ORL,2017-11-22,"1,32","3,30"
NOP-SAS,2017-11-22,"1,85","1,95"
NYK-TOR,2017-11-22,"2,40","1,55"
OKC-GSW,2017-11-22,"2,90","1,40"
PHI-POR,2017-11-22,"1,55","2,40"
PHO-MIL,2017-11-22,"2,05","1,75"
SAC-LAL,2017-11-22,"1,85","1,95"
UTA-CHI,2017-11-22,"1,22","4,20"
ATL-NYK,2017-11-24,"1,75","2,05"
BOS-ORL,2017-11-24,"1,30","3,40"
BRK-POR,2017-11-24,"2,55","1,50"
CLE-CHO,2017-11-24,"1,42","2,80"
DEN-MEM,2017-11-24,"1,40","2,90"
GSW-CHI,2017-11-24,"1,05","9,00"
IND-TOR,2017-11-24,"2,10","1,70"
MIN-MIA,2017-11-24,"1,55","2,40"
OKC-DET,2017-11-24,"1,27","3,70"
PHO-NOP,2017-11-24,"2,90","1,40"
ATL-TOR,2017-11-25,"3,10","1,35"
CHO-SAS,2017-11-25,"1,85","1,95"
DAL-OKC,2017-11-25,"3,10","1,35"
GSW-NOP,2017-11-25,"1,15","5,20"
HOU-NYK,2017-11-25,"1,01",14
IND-BOS,2017-11-25,"2,30","1,60"
PHI-ORL,2017-11-25,"1,42","2,80"
SAC-LAC,2017-11-25,"2,55","1,50"
UTA-MIL,2017-11-25,"1,85","1,95"
WAS-POR,2017-11-25,"1,55","2,40"
CHI-MIA,2017-11-26,"3,30","1,32"
MEM-BRK,2017-11-26,"1,45","2,70"
MIN-PHO,2017-11-26,"1,13","5,70"
BOS-DET,2017-11-27,"1,35","3,10"
GSW-SAC,2017-11-27,"1,07","8,00"
HOU-BRK,2017-11-27,"1,02",13
IND-ORL,2017-11-27,"1,50","2,55"
LAC-LAL,2017-11-27,"1,50","2,55"
NYK-POR,2017-11-27,"2,00","1,75"
PHI-CLE,2017-11-27,"1,75","2,05"
SAS-DAL,2017-11-27,"1,22","4,20"
CHI-PHO,2017-11-28,"1,85","1,95"
CLE-MIA,2017-11-28,"1,52","2,50"
MIN-WAS,2017-11-28,"1,42","2,80"
SAC-MIL,2017-11-28,"2,90","1,40"
UTA-DEN,2017-11-28,"1,90","1,90"
DAL-BRK,2017-11-29,"1,42","2,80"
DET-PHO,2017-11-29,"1,12","6,00"
HOU-IND,2017-11-29,"1,12","6,00"
LAL-GSW,2017-11-29,"6,50","1,10"
NOP-MIN,2017-11-29,"1,37","3,00"
NYK-MIA,2017-11-29,"1,80","2,00"
ORL-OKC,2017-11-29,"2,90","1,40"
PHI-WAS,2017-11-29,"1,32","3,30"
SAS-MEM,2017-11-29,"1,22","4,20"
TOR-CHO,2017-11-29,"1,27","3,70"
ATL-CLE,2017-11-30,"3,70","1,27"
BOS-PHI,2017-11-30,"1,25","3,80"
DEN-CHI,2017-11-30,"1,13","5,70"
LAC-UTA,2017-11-30,"1,85","1,95"
POR-MIL,2017-11-30,"1,50","2,50"
CHI-SAC,2017-12-01,"1,90","1,90"
MEM-SAS,2017-12-01,"2,40","1,57"
MIA-CHO,2017-12-01,"1,70","2,10"
OKC-MIN,2017-12-01,"1,40","2,90"
ORL-GSW,2017-12-01,"5,70","1,13"
TOR-IND,2017-12-01,"1,30","3,40"
UTA-NOP,2017-12-01,"2,30","1,60"
WAS-DET,2017-12-01,"1,90","1,90"
BOS-PHO,2017-12-02,"1,08","7,50"
BRK-ATL,2017-12-02,"1,45","2,70"
CLE-MEM,2017-12-02,"1,10","6,50"
DAL-LAC,2017-12-02,"1,50","2,55"
DEN-LAL,2017-12-02,"1,55","2,40"
MIL-SAC,2017-12-02,"1,08","7,50"
PHI-DET,2017-12-02,"1,47","2,60"
POR-NOP,2017-12-02,"1,32","3,30"
LAL-HOU,2017-12-03,"7,50","1,08"
MIA-GSW,2017-12-03,"5,20","1,15"
MIN-LAC,2017-12-03,"1,10","6,50"
NYK-ORL,2017-12-03,"2,20","1,65"
OKC-SAS,2017-12-03,"1,28","3,60"
ATL-BRK,2017-12-04,"1,85","1,95"
BOS-MIL,2017-12-04,"1,45","2,70"
CHI-CLE,2017-12-04,"4,20","1,22"
CHO-ORL,2017-12-04,"1,30","3,40"
DAL-DEN,2017-12-04,"1,75","2,05"
IND-NYK,2017-12-04,"1,12","6,00"
MEM-MIN,2017-12-04,"2,20","1,65"
NOP-GSW,2017-12-04,"4,20","1,22"
PHI-PHO,2017-12-04,"1,18","4,70"
SAS-DET,2017-12-04,"1,55","2,40"
UTA-WAS,2017-12-04,"1,55","2,40"
OKC-UTA,2017-12-05,"1,27","3,70"
POR-WAS,2017-12-05,"1,40","2,90"
TOR-PHO,2017-12-05,"1,06","8,50"
BOS-DAL,2017-12-06,"1,27","3,70"
CHO-GSW,2017-12-06,"2,40","1,55"
CLE-SAC,2017-12-06,"1,08","7,50"
IND-CHI,2017-12-06,"1,18","4,60"
LAC-MIN,2017-12-06,"2,70","1,45"
MIL-DET,2017-12-06,"1,55","2,40"
NOP-DEN,2017-12-06,"1,50","2,55"
NYK-MEM,2017-12-06,"1,75","2,05"
ORL-ATL,2017-12-06,"1,35","3,10"
SAS-MIA,2017-12-06,"1,27","3,70"
BRK-OKC,2017-12-07,"3,10","1,35"
PHI-LAL,2017-12-07,"1,25","3,80"
PHO-WAS,2017-12-07,"3,10","1,35"
UTA-HOU,2017-12-07,"3,10","1,35"
CHO-CHI,2017-12-08,"1,17","4,90"
DET-GSW,2017-12-08,"2,70","1,45"
IND-CLE,2017-12-08,"2,40","1,55"
MEM-TOR,2017-12-08,"2,90","1,40"
MIL-DAL,2017-12-08,"1,32","3,30"
NOP-SAC,2017-12-08,"1,18","4,70"
ORL-DEN,2017-12-08,"1,75","2,05"
SAS-BOS,2017-12-08,"1,70","2,10"
ATL-ORL,2017-12-09,"1,50","2,55"
BRK-MIA,2017-12-09,"2,05","1,75"
CHI-NYK,2017-12-09,"2,40","1,55"
CHO-LAL,2017-12-09,"1,55","2,40"
CLE-PHI,2017-12-09,"1,32","3,30"
LAC-WAS,2017-12-09,"2,10","1,70"
MEM-OKC,2017-12-09,"2,50","1,50"
MIL-UTA,2017-12-09,"1,85","1,95"
PHO-SAS,2017-12-09,"2,70","1,45"
POR-HOU,2017-12-09,"3,80","1,25"
DET-BOS,2017-12-10,"2,00","1,80"
IND-DEN,2017-12-10,"1,45","2,70"
MIN-DAL,2017-12-10,"1,27","3,70"
NOP-PHI,2017-12-10,"1,35","3,10"
NYK-ATL,2017-12-10,"1,45","2,70"
SAC-TOR,2017-12-10,"4,20","1,22"
CHI-BOS,2017-12-11,"2,90","1,40"
GSW-POR,2017-12-11,"1,20","4,40"
HOU-NOP,2017-12-11,"1,08","7,50"
LAC-TOR,2017-12-11,"2,90","1,40"
MEM-MIA,2017-12-11,"1,80","2,00"
OKC-CHO,2017-12-11,"1,27","3,70"
BRK-WAS,2017-12-12,"2,30","1,60"
CLE-ATL,2017-12-12,"1,10","7,00"
DAL-SAS,2017-12-12,"3,00","1,37"
DET-DEN,2017-12-12,"1,37","3,00"
MIN-PHI,2017-12-12,"1,45","2,70"
NYK-LAL,2017-12-12,"1,65","2,20"
SAC-PHO,2017-12-12,"1,55","2,40"
BOS-DEN,2017-12-13,"1,35","3,10"
CHI-UTA,2017-12-13,"2,70","1,45"
HOU-CHO,2017-12-13,"1,10","6,50"
IND-OKC,2017-12-13,"1,90","1,90"
MIA-POR,2017-12-13,"1,65","2,20"
NOP-MIL,2017-12-13,"1,70","2,10"
ORL-LAC,2017-12-13,"1,90","1,90"
PHO-TOR,2017-12-13,"6,00","1,12"
WAS-MEM,2017-12-13,"1,30","3,40"
ATL-DET,2017-12-14,"2,40","1,55"
BRK-NYK,2017-12-14,"1,80","2,00"
CLE-LAL,2017-12-14,"1,20","4,40"
GSW-DAL,2017-12-14,"1,17","4,90"
MIN-SAC,2017-12-14,"1,15","5,20"
BOS-UTA,2017-12-15,"1,45","2,70"
CHO-MIA,2017-12-15,"1,45","2,70"
DEN-NOP,2017-12-15,"1,80","2,00"
HOU-SAS,2017-12-15,"1,22","4,20"
IND-DET,2017-12-15,"1,45","2,70"
MEM-ATL,2017-12-15,"1,40","2,90"
MIL-CHI,2017-12-15,"1,25","3,80"
ORL-POR,2017-12-15,"2,55","1,50"
PHI-OKC,2017-12-15,"1,85","1,95"
TOR-BRK,2017-12-15,"1,07","8,00"
WAS-LAC,2017-12-15,"1,17","4,80"
CHO-POR,2017-12-16,"1,60","2,30"
CLE-UTA,2017-12-16,"1,17","4,90"
HOU-MIL,2017-12-16,"1,17","4,90"
MEM-BOS,2017-12-16,"2,80","1,42"
MIA-LAC,2017-12-16,"1,35","3,10"
MIN-PHO,2017-12-16,"1,10","6,50"
NYK-OKC,2017-12-16,"2,40","1,55"
SAS-DAL,2017-12-16,"1,37","3,00"
BRK-IND,2017-12-17,"2,30","1,60"
DET-ORL,2017-12-17,"1,22","4,20"
TOR-SAC,2017-12-17,"1,10","6,50"
WAS-CLE,2017-12-17,"1,70","2,10"
ATL-MIA,2017-12-18,"1,75","2,00"
CHI-PHI,2017-12-18,"2,00","1,75"
CHO-NYK,2017-12-18,"1,30","3,40"
DAL-PHO,2017-12-18,"1,32","3,30"
HOU-UTA,2017-12-18,"1,10","6,50"
IND-BOS,2017-12-18,"2,20","1,65"
LAL-GSW,2017-12-18,"2,90","1,40"
MIN-POR,2017-12-18,"1,50","2,50"
OKC-DEN,2017-12-18,"1,45","2,70"
SAS-LAC,2017-12-18,"1,12","6,00"
MIL-CLE,2017-12-19,"2,00","1,80"
PHI-SAC,2017-12-19,"1,25","3,80"
WAS-NOP,2017-12-19,"1,70","2,10"
ATL-IND,2017-12-20,"2,60","1,47"
BOS-MIA,2017-12-20,"1,22","4,20"
BRK-SAC,2017-12-20,"1,42","2,80"
CHI-ORL,2017-12-20,"1,50","2,55"
CHO-TOR,2017-12-20,"2,10","1,70"
DAL-DET,2017-12-20,"1,85","1,95"
DEN-MIN,2017-12-20,"1,85","1,95"
GSW-MEM,2017-12-20,"1,17","4,80"
HOU-LAL,2017-12-20,"1,05","9,00"
LAC-PHO,2017-12-20,"1,45","2,70"
OKC-UTA,2017-12-20,"1,25","3,80"
POR-SAS,2017-12-20,"1,65","2,20"
CLE-CHI,2017-12-21,"1,13","5,70"
NYK-BOS,2017-12-21,"2,20","1,65"
PHI-TOR,2017-12-21,"2,40","1,55"
PHO-MEM,2017-12-21,"2,30","1,60"
UTA-SAS,2017-12-21,"2,10","1,70"
BRK-WAS,2017-12-22,"3,00","1,37"
DET-NYK,2017-12-22,"1,35","3,10"
GSW-LAL,2017-12-22,"1,11","6,50"
HOU-LAC,2017-12-22,"1,10","6,50"
MIA-DAL,2017-12-22,"2,00","1,75"
MIL-CHO,2017-12-22,"1,45","2,70"
OKC-ATL,2017-12-22,"1,15","5,20"
ORL-NOP,2017-12-22,"2,90","1,40"
POR-DEN,2017-12-22,"2,00","1,80"
ATL-DAL,2017-12-23,"2,00","1,80"
BOS-CHI,2017-12-23,"1,27","3,70"
CHO-MIL,2017-12-23,"1,52","2,50"
GSW-DEN,2017-12-23,"1,25","3,80"
IND-BRK,2017-12-23,"1,18","4,60"
LAL-POR,2017-12-23,"1,65","2,20"
MEM-LAC,2017-12-23,"1,80","2,00"
MIA-NOP,2017-12-23,"2,40","1,55"
PHO-MIN,2017-12-23,"3,60","1,28"
SAC-SAS,2017-12-23,"3,10","1,35"
TOR-PHI,2017-12-23,"1,25","3,80"
UTA-OKC,2017-12-23,"1,80","2,00"
WAS-ORL,2017-12-23,"1,10","6,50"
BOS-WAS,2017-12-25,"1,50","2,55"
GSW-CLE,2017-12-25,"1,50","2,55"
LAL-MIN,2017-12-25,"2,90","1,40"
NYK-PHI,2017-12-25,"1,90","1,90"
OKC-HOU,2017-12-25,"1,75","2,05"
DAL-TOR,2017-12-26,"2,90","1,40"
DEN-UTA,2017-12-26,"1,40","2,90"
DET-IND,2017-12-26,"1,80","2,00"
LAC-SAC,2017-12-26,"1,42","2,80"
MIA-ORL,2017-12-26,"1,25","3,80"
MIL-CHI,2017-12-26,"1,35","3,10"
PHO-MEM,2017-12-26,"2,00","1,80"
SAS-BRK,2017-12-26,"1,10","6,50"
ATL-WAS,2017-12-27,"2,90","1,40"
CHI-NYK,2017-12-27,"1,80","2,00"
CHO-BOS,2017-12-27,"1,95","1,85"
GSW-UTA,2017-12-27,"1,12","6,00"
IND-DAL,2017-12-27,"1,50","2,55"
LAL-MEM,2017-12-27,"1,60","2,30"
MIN-DEN,2017-12-27,"1,45","2,70"
NOP-BRK,2017-12-27,"1,20","4,40"
OKC-TOR,2017-12-27,"1,55","2,40"
SAC-CLE,2017-12-27,"4,20","1,22"
BOS-HOU,2017-12-28,"2,00","1,75"
MIL-MIN,2017-12-28,"1,55","2,40"
ORL-DET,2017-12-28,"2,50","1,50"
POR-PHI,2017-12-28,"2,05","1,75"
SAS-NYK,2017-12-28,"1,12","6,00"
CHI-IND,2017-12-29,"1,70","2,10"
GSW-CHO,2017-12-29,"1,17","4,90"
LAL-LAC,2017-12-29,"2,20","1,65"
MIA-BRK,2017-12-29,"1,40","2,90"
NOP-DAL,2017-12-29,"1,35","3,10"
OKC-MIL,2017-12-29,"1,35","3,10"
SAC-PHO,2017-12-29,"1,65","2,20"
TOR-ATL,2017-12-29,"1,13","5,70"
WAS-HOU,2017-12-29,"2,10","1,70"
ATL-POR,2017-12-30,"2,20","1,65"
DEN-PHI,2017-12-30,"1,35","3,10"
DET-SAS,2017-12-30,"2,55","1,50"
GSW-MEM,2017-12-30,"1,06","8,50"
NOP-NYK,2017-12-30,"1,40","2,90"
ORL-MIA,2017-12-30,"2,00","1,80"
UTA-CLE,2017-12-30,"2,30","1,60"
BOS-BRK,2017-12-31,"1,17","4,80"
HOU-LAL,2017-12-31,"1,07","8,00"
IND-MIN,2017-12-31,"2,20","1,65"
LAC-CHO,2017-12-31,"1,70","2,10"
OKC-DAL,2017-12-31,"1,30","3,40"
PHO-PHI,2017-12-31,"2,30","1,60"
SAC-MEM,2017-12-31,"1,70","2,10"
WAS-CHI,2017-12-31,"1,27","3,70"
BRK-ORL,2018-01-01,"1,70","2,10"
CHI-POR,2018-01-01,"1,60","2,30"
MIN-LAL,2018-01-01,"1,17","4,80"
TOR-MIL,2018-01-01,"1,40","2,90"
CLE-POR,2018-01-02,"1,18","4,60"
LAC-MEM,2018-01-02,"1,40","2,90"
NYK-SAS,2018-01-02,"2,70","1,45"
PHO-ATL,2018-01-02,"1,90","1,90"
SAC-CHO,2018-01-02,"2,40","1,55"
BOS-CLE,2018-01-03,"1,65","2,20"
BRK-MIN,2018-01-03,"3,10","1,35"
CHI-TOR,2018-01-03,"2,55","1,50"
DAL-GSW,2018-01-03,"3,80","1,25"
DEN-PHO,2018-01-03,"1,10","6,50"
LAL-OKC,2018-01-03,"2,80","1,42"
MIA-DET,2018-01-03,"1,50","2,50"
MIL-IND,2018-01-03,"1,27","3,70"
ORL-HOU,2018-01-03,"3,60","1,28"
PHI-SAS,2018-01-03,"1,60","2,30"
